latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.778557,-84.402985,327.0,-14400,America/New_York,EDT

time,temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),snowfall_sum (cm)
2024-05-10,26.7,17.0,2.50,0.00
2024-05-11,23.0,10.7,0.00,0.00
2024-05-12,24.2,12.6,0.00,0.00
2024-05-13,20.2,15.9,4.90,0.00
2024-05-14,25.5,16.8,11.80,0.00
2024-05-15,25.8,16.4,1.80,0.00
2024-05-16,27.8,15.0,0.00,0.00
2024-05-17,22.1,17.1,11.00,0.00
2024-05-18,24.0,18.7,15.50,0.00
2024-05-19,25.3,17.0,13.50,0.00
2024-05-20,27.3,14.6,0.00,0.00
2024-05-21,28.1,17.6,0.00,0.00
2024-05-22,29.8,16.4,0.00,0.00
2024-05-23,30.3,18.7,1.40,0.00
2024-05-24,27.9,19.3,10.30,0.00
2024-05-25,30.3,18.4,15.70,0.00
2024-05-26,32.6,20.3,4.40,0.00
2024-05-27,29.1,19.8,13.00,0.00
2024-05-28,29.4,17.9,0.00,0.00
2024-05-29,29.1,16.8,0.00,0.00
2024-05-30,28.0,15.0,0.00,0.00
2024-05-31,27.7,14.3,0.00,0.00
2024-06-01,24.9,17.1,0.20,0.00
2024-06-02,29.3,17.7,1.90,0.00
2024-06-03,29.3,17.8,1.80,0.00
2024-06-04,30.0,18.9,1.90,0.00
2024-06-05,29.0,19.1,4.40,0.00
2024-06-06,28.2,19.2,5.10,0.00
2024-06-07,29.9,18.5,0.00,0.00
2024-06-08,30.6,14.7,0.00,0.00
2024-06-09,32.3,19.5,0.70,0.00
2024-06-10,29.3,19.6,2.70,0.00
2024-06-11,30.4,16.1,0.00,0.00
2024-06-12,32.4,18.2,0.00,0.00
2024-06-13,33.0,21.0,0.00,0.00
2024-06-14,35.0,19.9,0.00,0.00
2024-06-15,35.2,22.7,0.50,0.00
2024-06-16,34.9,23.1,0.20,0.00
2024-06-17,33.9,22.4,0.00,0.00
2024-06-18,31.7,21.7,0.30,0.00
2024-06-19,30.7,20.6,0.00,0.00
2024-06-20,32.1,20.4,0.00,0.00
2024-06-21,33.7,20.2,0.00,0.00
2024-06-22,35.9,21.3,0.00,0.00
2024-06-23,36.5,23.4,0.00,0.00
2024-06-24,36.4,24.8,0.00,0.00
2024-06-25,36.0,20.5,0.00,0.00
2024-06-26,37.6,22.5,4.40,0.00
2024-06-27,30.7,22.4,2.10,0.00
2024-06-28,33.3,22.3,14.50,0.00
2024-06-29,33.0,22.5,3.80,0.00
2024-06-30,34.9,23.6,1.60,0.00
2024-07-01,35.5,22.9,1.60,0.00
2024-07-02,32.0,23.1,0.00,0.00
2024-07-03,32.9,22.2,1.40,0.00
2024-07-04,33.5,23.7,0.30,0.00
2024-07-05,33.6,24.8,13.70,0.00
2024-07-06,31.6,23.8,23.60,0.00
2024-07-07,31.8,23.2,23.80,0.00
2024-07-08,31.8,22.9,0.70,0.00
2024-07-09,30.5,22.8,2.50,0.00
2024-07-10,31.3,22.1,0.10,0.00
2024-07-11,30.8,19.6,0.00,0.00
2024-07-12,32.7,20.0,0.00,0.00
2024-07-13,33.2,22.0,0.10,0.00
2024-07-14,34.9,22.3,0.00,0.00
2024-07-15,34.2,24.1,2.60,0.00
2024-07-16,30.3,22.6,3.90,0.00
2024-07-17,33.6,22.8,0.30,0.00
2024-07-18,30.7,22.2,33.10,0.00
2024-07-19,28.3,21.9,21.00,0.00
2024-07-20,27.9,20.4,22.20,0.00
2024-07-21,29.3,21.0,7.70,0.00
2024-07-22,28.4,20.5,12.20,0.00
2024-07-23,26.4,21.1,18.20,0.00
2024-07-24,27.7,20.8,11.50,0.00
2024-07-25,27.1,22.5,2.60,0.00
2024-07-26,28.9,21.2,4.50,0.00
2024-07-27,28.2,21.5,0.20,0.00
2024-07-28,24.9,21.4,19.30,0.00
2024-07-29,28.5,21.1,2.70,0.00
2024-07-30,29.3,21.7,7.10,0.00
2024-07-31,30.0,21.1,7.90,0.00
2024-08-01,31.5,21.8,0.70,0.00
2024-08-02,32.6,22.5,1.50,0.00
2024-08-03,29.5,21.3,3.80,0.00
2024-08-04,30.2,20.7,0.90,0.00
2024-08-05,31.0,21.8,0.50,0.00
2024-08-06,31.8,22.9,1.10,0.00
2024-08-07,33.8,21.1,0.00,0.00
2024-08-08,34.0,22.1,0.00,0.00
2024-08-09,32.7,22.2,0.20,0.00
2024-08-10,33.0,21.3,0.00,0.00
2024-08-11,32.4,19.9,0.00,0.00
2024-08-12,32.2,19.7,0.00,0.00
2024-08-13,32.7,20.8,0.00,0.00
2024-08-14,31.5,20.7,0.40,0.00
2024-08-15,31.5,22.3,0.50,0.00
2024-08-16,32.8,21.6,10.60,0.00
2024-08-17,33.5,21.5,10.10,0.00
2024-08-18,31.9,21.2,0.50,0.00
2024-08-19,30.3,19.8,0.00,0.00
2024-08-20,29.8,19.0,0.10,0.00
2024-08-21,29.2,18.9,0.00,0.00
2024-08-22,29.4,19.6,0.00,0.00
2024-08-23,28.7,17.0,0.00,0.00
2024-08-24,29.9,16.8,0.00,0.00
2024-08-25,31.2,17.0,0.00,0.00
2024-08-26,31.6,17.4,0.00,0.00
2024-08-27,32.9,18.7,0.00,0.00
2024-08-28,33.0,22.2,0.10,0.00
2024-08-29,33.8,22.2,0.00,0.00
2024-08-30,32.6,22.3,1.30,0.00
2024-08-31,32.7,22.6,0.90,0.00
2024-09-01,31.8,22.4,0.90,0.00
2024-09-02,31.3,20.6,0.60,0.00
2024-09-03,29.6,21.3,0.10,0.00
2024-09-04,28.6,17.7,0.00,0.00
2024-09-05,29.3,19.5,0.00,0.00
2024-09-06,26.2,19.7,2.80,0.00
2024-09-07,29.4,18.1,0.10,0.00
2024-09-08,27.6,16.8,0.00,0.00
2024-09-09,29.4,16.2,0.00,0.00
2024-09-10,29.2,16.7,0.00,0.00
2024-09-11,27.7,18.3,0.30,0.00
2024-09-12,22.9,17.9,9.20,0.00
2024-09-13,25.3,19.0,5.10,0.00
2024-09-14,25.2,20.2,2.90,0.00
2024-09-15,25.5,20.4,1.00,0.00
2024-09-16,27.7,18.7,0.00,0.00
2024-09-17,24.9,15.7,0.00,0.00
2024-09-18,27.4,16.9,0.20,0.00
2024-09-19,28.9,17.5,0.40,0.00
2024-09-20,31.5,18.8,0.00,0.00
2024-09-21,31.9,19.1,0.00,0.00
2024-09-22,33.5,20.0,0.10,0.00
2024-09-23,32.7,21.6,0.00,0.00
2024-09-24,31.0,21.3,1.10,0.00
2024-09-25,29.0,19.5,31.00,0.00
2024-09-26,21.8,19.4,103.70,0.00
2024-09-27,23.8,19.2,44.10,0.00
2024-09-28,24.4,18.5,0.10,0.00
2024-09-29,24.6,16.6,0.30,0.00
2024-09-30,24.9,16.4,0.70,0.00
2024-10-01,26.1,17.8,0.60,0.00
2024-10-02,26.9,17.5,0.00,0.00
2024-10-03,26.1,17.8,1.50,0.00
2024-10-04,24.1,18.9,0.10,0.00
2024-10-05,27.2,17.4,0.10,0.00
2024-10-06,26.7,17.6,0.30,0.00
2024-10-07,27.5,16.6,0.00,0.00
2024-10-08,25.0,13.3,0.00,0.00
2024-10-09,24.5,14.7,0.00,0.00
2024-10-10,22.6,13.9,NaN,NaN
2024-10-11,NaN,NaN,NaN,NaN
2024-10-12,NaN,NaN,NaN,NaN
