latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
36.168716,-115.12988,615.0,-25200,America/Los_Angeles,PDT

time,temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),snowfall_sum (cm)
2024-03-01,20.2,10.7,0.00,0.00
2024-03-02,18.6,11.1,0.00,0.00
2024-03-03,17.9,9.3,0.00,0.00
2024-03-04,18.1,3.8,0.00,0.00
2024-03-05,19.6,8.5,0.00,0.00
2024-03-06,20.5,8.2,0.00,0.00
2024-03-07,17.5,9.9,0.00,0.00
2024-03-08,18.9,9.1,0.00,0.00
2024-03-09,18.1,3.3,0.00,0.00
2024-03-10,20.7,7.8,0.00,0.00
2024-03-11,21.9,8.9,0.00,0.00
2024-03-12,19.5,9.0,0.00,0.00
2024-03-13,19.8,9.6,0.00,0.00
2024-03-14,17.2,6.6,1.40,0.00
2024-03-15,14.2,8.1,5.80,0.00
2024-03-16,13.4,7.7,5.40,0.00
2024-03-17,17.8,5.2,0.10,0.00
2024-03-18,20.6,8.1,0.70,0.00
2024-03-19,20.6,9.0,0.00,0.00
2024-03-20,23.1,9.3,0.00,0.00
2024-03-21,26.5,11.5,0.00,0.00
2024-03-22,26.0,12.3,0.00,0.00
2024-03-23,20.9,12.8,0.00,0.00
2024-03-24,17.3,6.4,0.30,0.00
2024-03-25,19.1,9.5,0.00,0.00
2024-03-26,20.8,6.4,0.00,0.00
2024-03-27,24.1,7.0,0.00,0.00
2024-03-28,24.1,13.3,0.00,0.00
2024-03-29,23.8,11.6,0.00,0.00
2024-03-30,13.8,7.0,7.90,0.00
2024-03-31,15.5,5.2,0.50,0.00
2024-04-01,18.9,5.9,1.00,0.00
2024-04-02,22.0,8.5,0.00,0.00
2024-04-03,25.9,9.9,0.00,0.00
2024-04-04,25.7,12.6,0.00,0.00
2024-04-05,15.0,7.0,0.00,0.00
2024-04-06,16.9,3.4,0.00,0.00
2024-04-07,19.8,6.6,0.00,0.00
2024-04-08,20.8,8.8,0.00,0.00
2024-04-09,23.7,10.7,0.00,0.00
2024-04-10,27.0,10.2,0.00,0.00
2024-04-11,29.4,14.6,0.00,0.00
2024-04-12,31.3,17.5,0.00,0.00
2024-04-13,27.1,15.4,0.00,0.00
2024-04-14,21.3,11.3,0.00,0.00
2024-04-15,24.7,7.9,0.00,0.00
2024-04-16,27.7,11.0,0.00,0.00
2024-04-17,32.2,15.0,0.00,0.00
2024-04-18,31.3,18.8,0.00,0.00
2024-04-19,30.5,17.6,0.00,0.00
2024-04-20,32.7,17.8,0.00,0.00
2024-04-21,33.9,18.3,0.00,0.00
2024-04-22,34.8,19.8,0.00,0.00
2024-04-23,32.7,18.5,0.00,0.00
2024-04-24,29.8,16.6,0.00,0.00
2024-04-25,26.2,14.4,0.00,0.00
2024-04-26,21.1,13.4,0.60,0.00
2024-04-27,25.6,11.6,0.00,0.00
2024-04-28,27.1,12.7,0.00,0.00
2024-04-29,30.1,15.6,0.00,0.00
2024-04-30,32.1,15.7,0.00,0.00
2024-05-01,30.1,16.4,0.00,0.00
2024-05-02,31.0,16.4,0.00,0.00
2024-05-03,31.8,15.5,0.00,0.00
2024-05-04,31.3,17.0,0.00,0.00
2024-05-05,19.9,12.6,0.00,0.00
2024-05-06,25.6,10.6,0.00,0.00
2024-05-07,29.5,12.5,0.00,0.00
2024-05-08,23.6,12.3,0.00,0.00
2024-05-09,26.0,15.2,0.00,0.00
2024-05-10,26.8,13.3,0.00,0.00
2024-05-11,28.4,14.4,0.10,0.00
2024-05-12,32.8,16.1,0.00,0.00
2024-05-13,35.5,18.3,0.00,0.00
2024-05-14,35.4,19.6,0.00,0.00
2024-05-15,35.0,19.4,0.00,0.00
2024-05-16,34.4,23.3,0.00,0.00
2024-05-17,37.3,21.5,0.00,0.00
2024-05-18,35.3,23.0,0.00,0.00
2024-05-19,34.9,19.9,0.00,0.00
2024-05-20,31.5,19.3,0.00,0.00
2024-05-21,29.3,17.2,0.00,0.00
2024-05-22,33.3,17.1,0.00,0.00
2024-05-23,32.3,18.2,0.00,0.00
2024-05-24,32.0,19.4,0.00,0.00
2024-05-25,31.8,16.6,0.00,0.00
2024-05-26,33.4,18.5,0.00,0.00
2024-05-27,35.7,22.4,0.00,0.00
2024-05-28,38.1,23.4,0.00,0.00
2024-05-29,36.4,21.4,0.00,0.00
2024-05-30,37.2,23.1,0.00,0.00
2024-05-31,39.6,24.5,0.00,0.00
2024-06-01,37.7,24.8,0.00,0.00
2024-06-02,37.1,22.2,0.00,0.00
2024-06-03,39.7,24.1,0.00,0.00
2024-06-04,38.9,24.5,0.00,0.00
2024-06-05,41.0,27.0,0.00,0.00
2024-06-06,43.3,27.6,0.00,0.00
2024-06-07,42.8,29.5,0.00,0.00
2024-06-08,41.4,28.3,0.00,0.00
2024-06-09,39.7,25.3,0.00,0.00
2024-06-10,38.9,24.9,0.00,0.00
2024-06-11,41.2,26.7,0.00,0.00
2024-06-12,42.4,26.8,0.00,0.00
2024-06-13,40.1,25.0,0.00,0.00
2024-06-14,41.0,23.1,0.00,0.00
2024-06-15,41.4,26.9,0.00,0.00
2024-06-16,39.2,24.3,0.00,0.00
2024-06-17,38.4,23.7,0.00,0.00
2024-06-18,32.5,21.2,0.00,0.00
2024-06-19,36.7,22.1,0.00,0.00
2024-06-20,40.1,24.6,0.00,0.00
2024-06-21,41.6,26.5,0.00,0.00
2024-06-22,43.7,28.2,0.00,0.00
2024-06-23,43.4,29.1,0.00,0.00
2024-06-24,42.9,28.7,0.00,0.00
2024-06-25,42.9,29.9,0.00,0.00
2024-06-26,42.3,30.4,0.00,0.00
2024-06-27,42.1,30.8,0.00,0.00
2024-06-28,41.1,25.6,0.00,0.00
2024-06-29,41.7,27.2,0.00,0.00
2024-06-30,41.3,26.3,0.00,0.00
2024-07-01,40.9,25.9,0.00,0.00
2024-07-02,41.3,25.5,0.00,0.00
2024-07-03,44.1,27.9,0.00,0.00
2024-07-04,44.5,28.4,0.00,0.00
2024-07-05,44.4,29.2,0.00,0.00
2024-07-06,44.8,28.1,0.00,0.00
2024-07-07,47.2,28.8,0.00,0.00
2024-07-08,45.0,28.8,0.00,0.00
2024-07-09,47.1,29.8,0.00,0.00
2024-07-10,46.8,28.5,0.00,0.00
2024-07-11,46.4,29.5,0.00,0.00
2024-07-12,45.5,29.4,0.00,0.00
2024-07-13,40.9,31.5,0.00,0.00
2024-07-14,41.5,27.7,0.00,0.00
2024-07-15,41.7,27.9,0.00,0.00
2024-07-16,42.1,27.3,0.00,0.00
2024-07-17,43.6,28.4,0.00,0.00
2024-07-18,42.9,29.9,0.20,0.00
2024-07-19,41.5,29.5,0.00,0.00
2024-07-20,43.6,29.8,0.00,0.00
2024-07-21,43.8,30.9,0.00,0.00
2024-07-22,41.6,31.1,0.00,0.00
2024-07-23,43.1,30.5,0.00,0.00
2024-07-24,43.4,30.2,0.00,0.00
2024-07-25,44.6,29.9,0.00,0.00
2024-07-26,43.0,29.5,0.00,0.00
2024-07-27,40.7,30.1,0.00,0.00
2024-07-28,39.9,26.0,0.00,0.00
2024-07-29,40.0,25.2,0.00,0.00
2024-07-30,40.5,25.1,0.00,0.00
2024-07-31,41.3,24.9,0.00,0.00
2024-08-01,42.3,28.9,0.00,0.00
2024-08-02,40.2,29.5,0.00,0.00
2024-08-03,41.9,29.3,0.00,0.00
2024-08-04,43.7,28.0,0.00,0.00
2024-08-05,43.6,29.0,0.00,0.00
2024-08-06,45.0,28.9,0.00,0.00
2024-08-07,43.0,29.9,0.00,0.00
2024-08-08,39.8,29.8,0.00,0.00
2024-08-09,40.7,28.6,0.00,0.00
2024-08-10,42.5,30.8,0.00,0.00
2024-08-11,39.3,30.0,0.00,0.00
2024-08-12,39.5,29.0,0.00,0.00
2024-08-13,39.4,28.6,0.00,0.00
2024-08-14,39.5,25.7,0.00,0.00
2024-08-15,40.3,22.7,0.00,0.00
2024-08-16,41.7,25.4,0.00,0.00
2024-08-17,40.1,28.0,0.00,0.00
2024-08-18,39.8,28.1,0.00,0.00
2024-08-19,41.4,28.4,0.00,0.00
2024-08-20,42.6,26.5,0.00,0.00
2024-08-21,41.1,26.0,0.00,0.00
2024-08-22,40.2,26.6,0.00,0.00
2024-08-23,36.4,24.6,0.00,0.00
2024-08-24,34.8,22.0,0.00,0.00
2024-08-25,33.4,21.6,0.00,0.00
2024-08-26,35.3,20.7,0.00,0.00
2024-08-27,38.2,23.5,0.00,0.00
2024-08-28,40.1,25.0,0.00,0.00
2024-08-29,40.1,24.8,0.00,0.00
2024-08-30,39.9,27.7,0.00,0.00
2024-08-31,39.7,26.4,0.00,0.00
2024-09-01,39.0,27.5,0.00,0.00
2024-09-02,40.5,28.7,0.00,0.00
2024-09-03,41.0,26.2,0.00,0.00
2024-09-04,40.9,26.3,0.00,0.00
2024-09-05,41.6,26.6,0.00,0.00
2024-09-06,40.0,25.2,0.00,0.00
2024-09-07,41.2,25.5,0.00,0.00
2024-09-08,40.2,25.8,0.00,0.00
2024-09-09,39.6,24.6,0.00,0.00
2024-09-10,39.5,24.2,0.00,0.00
2024-09-11,37.1,25.0,0.00,0.00
2024-09-12,34.2,20.3,0.00,0.00
2024-09-13,35.0,22.6,0.00,0.00
2024-09-14,36.5,24.7,0.00,0.00
2024-09-15,36.4,23.8,0.00,0.00
2024-09-16,28.1,20.7,0.00,0.00
2024-09-17,28.1,14.8,0.00,0.00
2024-09-18,30.1,17.8,0.00,0.00
2024-09-19,31.0,20.1,0.00,0.00
2024-09-20,28.7,19.6,0.00,0.00
2024-09-21,32.4,18.2,0.00,0.00
2024-09-22,34.0,18.8,0.00,0.00
2024-09-23,36.2,21.7,0.00,0.00
2024-09-24,36.9,21.7,0.00,0.00
2024-09-25,37.2,23.2,0.00,0.00
2024-09-26,37.9,22.2,0.00,0.00
2024-09-27,39.2,22.2,0.00,0.00
2024-09-28,40.5,27.1,0.00,0.00
2024-09-29,40.8,26.6,0.00,0.00
2024-09-30,39.4,21.7,0.00,0.00
2024-10-01,39.2,23.8,0.00,0.00
2024-10-02,38.9,23.4,0.00,0.00
2024-10-03,38.4,23.2,0.00,0.00
2024-10-04,40.1,25.3,0.00,0.00
2024-10-05,38.5,23.2,0.00,0.00
2024-10-06,38.1,23.1,0.00,0.00
2024-10-07,37.7,23.6,0.00,0.00
2024-10-08,36.8,21.8,0.00,0.00
2024-10-09,35.3,24.0,0.00,0.00
2024-10-10,35.9,21.8,NaN,NaN
2024-10-11,NaN,NaN,NaN,NaN
2024-10-12,NaN,NaN,NaN,NaN
